Timestamp
1943-01-01 04:55:532
1943-01-01
1943-01-02 18:51:463
1943-01-03 04:59:435
1943-01-03 10:53:484
1943-01-04 13:55:012
1943-01-04
1943-01-04 20:05:187
1943-01-06 09:22:360
1943-01-06 15:52:194
1943-01-06 16:01:40
1943-01-06 17:32:23
1943-01-07 03:57:534
1943-01-07 12:28:017
1943-01-07
1943-01-08
1943-01-11
1943-01-12 13:33:432
1943-01-12 14:25:358
1943-01-12 19:28:529
1943-01-12 21:56:468
1943-01-13
1943-01-13 23:58:559
1943-01-14
1943-01-14
1943-01-14
1943-01-14
1943-01-14
1943-01-17
1943-01-20 06:24:097
1943-01-20 06:28:200
1943-01-21 02:01:035
1943-01-21
1943-01-21 10:19:097
1943-01-21
1943-01-21 12:31:598
1943-01-21 14:45:353
1943-01-21
1943-01-22
1943-01-23
1943-01-23 13:28:417
1943-01-23 19:10:471
1943-01-25 03:59:599
1943-01-25 19:26:515
1943-01-25 20:17:535
1943-01-26 12:31:297
1943-01-26
1943-01-28 12:09:462
1943-01-29 00:41:533
1943-01-29
1943-01-29 12:49:513
1943-01-31 01:20:547
1943-01-31 08:31:273
1943-02-01 06:36:479
1943-02-01 06:40:140
1943-02-01 09:44:351
1943-02-01 11:50:400
1943-02-02 04:18:286
1943-02-02 05:50:559
1943-02-03 19:32:138
1943-02-04 14:12:387
1943-02-05 05:06:507
1943-02-06 15:46:583
1943-02-06 20:10:09
1943-02-06 23:19:46
1943-02-06 23:32:38
1943-02-07
1943-02-08 02:15:327
1943-02-08
1943-02-08
1943-02-08 04:58:589
1943-02-08 09:20:444
1943-02-09 10:29:546
1943-02-09 18:43:004
1943-02-11 16:02:535
1943-02-12
1943-02-12 16:43:095
1943-02-12
1943-02-13
1943-02-16 05:38:029
1943-02-16 23:12:368
1943-02-17
1943-02-17
1943-02-18
1943-02-19
1943-02-19 10:40:047
1943-02-20 06:02:128
1943-02-20 11:16:189
1943-02-21 18:25:114
1943-02-21 20:03:105
1943-02-22 05:42:502
1943-02-22
1943-02-22
1943-02-23 18:25:426
1943-02-24
1943-02-24
1943-02-24
1943-02-25 04:42:340
1943-02-25 05:17:045
1943-02-26
1943-02-26 21:25:180
1943-02-27 14:44:352
1943-02-28 21:22:309
1943-03-01 06:28:348
1943-03-01
1943-03-01
1943-03-01
1943-03-02 23:43:381
1943-03-03
1943-03-04 00:33:465
1943-03-04 01:42:329
1943-03-04
1943-03-04
1943-03-04 19:13:454
1943-03-04 19:33:352
1943-03-04 19:35:307
1943-03-05 04:50:090
1943-03-05 05:19:579
1943-03-05 05:46:433
1943-03-05 05:55:096
1943-03-05 05:58:541
1943-03-05 08:19:055
1943-03-05 12:49:472
1943-03-05 22:25:597
1943-03-06 02:41:194
1943-03-06 14:07:426
1943-03-06
1943-03-07
1943-03-07
1943-03-08 11:42:492
1943-03-08 16:37:324
1943-03-08 21:37:189
1943-03-08
1943-03-10
1943-03-10 13:25:018
1943-03-11 10:30:253
1943-03-12 02:14:463
1943-03-12 06:32:227
1943-03-12 08:45:447
1943-03-12
1943-03-12 17:41:148
1943-03-12 23:22:262
1943-03-13 00:24:406
1943-03-13 07:27:388
1943-03-13 07:32:127
1943-03-13 07:36:400
1943-03-13 07:39:580
1943-03-13 07:51:410
1943-03-13 07:55:396
1943-03-13
1943-03-13 08:13:412
1943-03-13 09:52:265
1943-03-13 10:23:144
1943-03-13 14:55:460
1943-03-13 15:01:076
1943-03-13 15:40:387
1943-03-13 15:42:234
1943-03-13 15:44:095
1943-03-13 17:20:223
1943-03-13 17:27:253
1943-03-13 18:14:018
1943-03-13 21:33:386
1943-03-14
1943-03-14
1943-03-14
1943-03-14 20:59:219
1943-03-14 21:15:239
1943-03-14 21:42:511
1943-03-14
1943-03-15 00:06:526
1943-03-15 00:10:230
1943-03-15 01:01:062
1943-03-15 09:57:057
1943-03-15 10:08:508
1943-03-15 10:21:196
1943-03-17 05:42:182
1943-03-17
1943-03-17 18:33:533
1943-03-18 08:40:192
1943-03-19
1943-03-19
1943-03-19 06:11:317
1943-03-19 15:57:457
1943-03-20 06:22:542
1943-03-20
1943-03-22 16:04:481
1943-03-24
1943-03-25 01:33:483
1943-03-25 13:54:472
1943-03-25
1943-03-28 03:12:228
1943-03-28
1943-03-31 23:59:599
1943-04-01
1943-04-01
1943-04-02 00:23:09
1943-04-02 02:32:132
1943-04-02
1943-04-02 12:43:145
1943-04-02 12:56:149
1943-04-02
1943-04-02
1943-04-03
1943-04-03 08:54:048
1943-04-03 21:41:025
1943-04-04
1943-04-05 10:33:203
1943-04-06 05:14:015
1943-04-06 08:56:132
1943-04-06
1943-04-06
1943-04-06
1943-04-06
1943-04-07
1943-04-07
1943-04-07
1943-04-07
1943-04-07 17:46:079
1943-04-07 18:37:292
1943-04-07 18:52:223
1943-04-07
1943-04-08 11:57:208
1943-04-09 12:52:573
1943-04-09
1943-04-09
1943-04-10
1943-04-10
1943-04-10 12:56:011
1943-04-11 04:22:392
1943-04-11
1943-04-11
1943-04-11 23:46:028
1943-04-12 00:45:139
1943-04-12
1943-04-12 08:21:504
1943-04-12 13:13:567
1943-04-12 17:15:077
1943-04-12 18:01:375
1943-04-12 20:01:273
1943-04-12 21:47:181
1943-04-13
1943-04-13 04:43:228
1943-04-13 04:51:111
1943-04-13 05:22:501
1943-04-13 08:17:587
1943-04-13 15:37:247
1943-04-13 18:38:429
1943-04-14
1943-04-14 01:46:295
1943-04-14 05:20:042
1943-04-14
1943-04-14 21:31:139
1943-04-15
1943-04-15 22:30:461
1943-04-16
1943-04-17
1943-04-17
1943-04-17
1943-04-18 00:41:488
1943-04-18
1943-04-18 11:29:452
1943-04-18
1943-04-18 17:05:395
1943-04-18 23:23:495
1943-04-19
1943-04-19 04:43:326
1943-04-19
1943-04-20
1943-04-20
1943-04-21
1943-04-22 02:39:279
