Timestamp,Latitude,Longitude,Intensity,Location Description,Metadata
1921-01-01 11:46:50,3414,13510,0,1      詳細不明,1N
1921-01-03 10:01:59,4259,14423,0,1      詳細不明,1N
1921-01-04 19:46:45,3639,13927,0,1      詳細不明,1N
1921-01-04 22:11:45,3639,13927,0,2      詳細不明,1N
1921-01-04 23:30:30,3639,13927,0,1      詳細不明,1N
1921-01-05 19:05:30,3639,13927,0,1      詳細不明,1N
1921-01-07 19:29:55,2420,12410,0,1      詳細不明,1N
1921-01-08 04:10:08,4149,14045,0,1      詳細不明,1N
1921-01-09 03:40:22,4320,14535,0,1      詳細不明,1N
1921-01-10 22:52:00,3414,13510,0,1      詳細不明,1N
1921-01-11 11:35:01,3623,14028,0,1      詳細不明,1N
1921-01-11 23:12:00,3414,13510,0,1      詳細不明,1N
1921-01-12 03:08:29,4259,14423,0,1      詳細不明,2N
1921-01-12 13:07:38,3623,14028,0,1      詳細不明,1N
1921-01-13 10:46:50,3540,13833,0,1      詳細不明,1N
1921-01-14 02:40:10,2823,12930,0,1      詳細不明,1N
1921-01-14 06:57:14,2612,12741,0,1      詳細不明,1N
1921-01-15 04:28:20,3414,13510,0,1      詳細不明,1N
1921-01-16 09:43:21,3635,13638,0,1      詳細不明,1N
1921-01-16 15:52:12,3639,13927,0,1      詳細不明,1N
1921-01-16 16:09:24,3639,13927,0,2      詳細不明,1N
1921-01-17 14:09:39,3454,13204,0,1      詳細不明,1N
1921-01-18 07:59:58,3639,13927,0,1      詳細不明,1N
1921-01-19 00:25:53,4259,14423,0,1      詳細不明,1N
1921-01-19 07:43:435,3506,13851,0,2      詳細不明,1N
1921-01-20 10:21:36,3414,13510,0,1      詳細不明,1N
1921-01-22 16:10:23,3414,13510,0,1      詳細不明,1N
1921-01-23 23:21:05,3414,13510,0,1      詳細不明,1N
1921-01-25 22:33:56,3441,13511,0,1      詳細不明,1N
1921-01-26 21:39:38,3414,13510,0,1      詳細不明,1N
1921-01-27 08:29:00,3414,13510,0,1      詳細不明,1N
1921-01-28 05:33:52,2823,12930,0,1      詳細不明,1N
1921-01-29 19:46:19,3623,14028,0,1      詳細不明,2N
1921-02-01 06:34:55,3414,13510,0,1      詳細不明,1N
1921-02-04 06:05:00,3414,13510,0,1      詳細不明,1N
1921-02-05 01:25:53,3414,13510,0,1      詳細不明,1N
1921-02-05 20:54:47,3351,13247,0,1      詳細不明,1N
1921-02-06 03:00:31,3623,14028,0,1      詳細不明,1N
1921-02-07 19:33:55,3414,13510,0,1      詳細不明,1N
1921-02-09 09:40:29,3414,13510,0,1      詳細不明,1N
1921-02-09 12:47:13,2823,12930,0,1      詳細不明,1N
1921-02-09 21:17:35,3414,13510,0,1      詳細不明,1N
1921-02-09 22:16:06,3414,13510,0,1      詳細不明,1N
1921-02-10 15:33:15,2823,12930,0,1      詳細不明,1N
1921-02-14 01:45:23,3414,13510,0,1      詳細不明,1N
1921-02-14 07:45:09,3526,13939,0,1      詳細不明,1N
1921-02-14 17:15:39,2823,12930,0,1      詳細不明,1N
1921-02-15 15:46:46,2823,12930,0,1      詳細不明,1N
1921-02-15 15:47:26,2823,12930,0,1      詳細不明,1N
1921-02-15 21:33:29,2823,12930,0,1      詳細不明,1N
1921-02-15 21:40:27,3613,14006,0,1      詳細不明,1N
1921-02-18 02:47:12,3414,13510,0,1      詳細不明,1N
1921-02-19 20:46:26,3414,13510,0,1      詳細不明,1N
1921-02-20 17:13:02,3414,13510,0,1      詳細不明,1N
1921-02-21 00:03:28,2420,12410,0,1      詳細不明,1N
1921-02-21 10:09:30,3414,13510,0,1      詳細不明,1N
1921-02-21 15:11:54,3414,13510,0,1      詳細不明,1N
1921-02-21 22:55:33,2706,14211,0,1      詳細不明,1N
1921-02-22 22:15:46,3454,13204,0,1      詳細不明,1N
1921-02-27 13:59:04,3414,13510,0,1      詳細不明,1N
1921-03-01 02:08:08,3414,13510,0,1      詳細不明,1N
1921-03-01 11:20:57,3752,14046,0,1      詳細不明,1N
1921-03-01 15:33:23,3414,13510,0,1      詳細不明,1N
1921-03-02 06:00:05,3333,13332,0,2      詳細不明,1N
1921-03-02 06:31:28,3414,13510,0,1      詳細不明,1N
1921-03-02 09:40:08,3414,13510,0,1      詳細不明,1N
1921-03-02 23:28:49,3623,14028,0,1      詳細不明,2N
1921-03-03 16:10:15,2823,12930,0,1      詳細不明,1N
1921-03-03 21:32:08,3414,13510,0,1      詳細不明,1N
1921-03-04 00:45:04,4320,14535,0,1      詳細不明,1N
1921-03-05 21:57:04,3414,13510,0,1      詳細不明,1N
1921-03-06 03:37:47,3414,13510,0,1      詳細不明,1N
