Timestamp,Latitude,Longitude,Intensity,Location Description,Metadata
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13 06:51:225,35312,139082,200,28V   1111  4152神奈川県西部,1K
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,2      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,2      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13 15:04:168,24297,123494,24,7290西表島付近,1K
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-13,3244,13016,0,1      詳細不明,1N
1991-02-13 21:30:174,32460,130133,52,25V   1111  7267長崎県島原半島,1K
1991-02-13,3244,13016,0,2      詳細不明,1N
1991-02-13 21:50:125,24147,123459,10,V   1211  7290西表島付近,1K
1991-02-13 22:27:113,32455,130132,65,27V   1112  7267長崎県島原半島,1K
1991-02-13,2423,12345,0,1      詳細不明,1N
1991-02-14 00:20:499,24161,123459,8,7290西表島付近,1K
1991-02-14,2423,12345,0,1      詳細不明,1N
1991-02-14,2423,12345,0,1      詳細不明,1N
1991-02-14,2423,12345,0,1      詳細不明,1N
1991-02-14,2423,12345,0,1      詳細不明,1N
1991-02-14,2423,12345,0,2      詳細不明,1N
1991-02-14,2423,12345,0,1      詳細不明,1N
1991-02-14,2423,12345,0,1      詳細不明,1N
1991-02-14,2423,12345,0,1      詳細不明,1N
1991-02-14,2423,12345,0,1      詳細不明,1N
1991-02-15 04:50:381,24175,123449,12,V   1213  7290西表島付近,1K
1991-02-15,2423,12345,0,1      詳細不明,1N
1991-02-15,2423,12345,0,1      詳細不明,1N
1991-02-15,2423,12345,0,1      詳細不明,1N
1991-02-15,2423,12345,0,1      詳細不明,1N
1991-02-15,2423,12345,0,1      詳細不明,1N
1991-02-15,2423,12345,0,1      詳細不明,1N
1991-02-15,2423,12345,0,1      詳細不明,1N
1991-02-15,2423,12345,0,2      詳細不明,1N
1991-02-15,2423,12345,0,1      詳細不明,1N
1991-02-15 16:36:405,42033,142273,733,39V   1111  1 30浦河沖,1K
1991-02-15 21:38:141,27389,129486,54,V   1211  7296奄美大島近海,1K
1991-02-15 22:54:064,24156,123472,257,22V   1113  7290西表島付近,1K
1991-02-15,2423,12345,0,2      詳細不明,1N
1991-02-15,2423,12345,0,1      詳細不明,1N
1991-02-16 00:03:558,35314,139027,230,21V   1111  4152山梨県東部・富士五湖,1K
1991-02-16 02:02:193,24157,123447,8,V   1213  7290西表島付近,1K
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-16 04:42:004,24245,123462,119,25V   1113  7290西表島付近,1K
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-16 10:11:378,28293,129577,30,V   1211  7296奄美大島近海,1K
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-16,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17 05:23:344,24118,123458,168,33V   1113  7290西表島付近,1K
1991-02-17 05:25:486,24162,123446,9,7290西表島付近,1K
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17 15:31:075,42270,144458,31,V   1211  1 28釧路沖,1K
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-17,2423,12345,0,1      詳細不明,1N
1991-02-18 04:02:071,31468,132108,35,J40V1211  7300日向灘,1K
1991-02-18,2423,12345,0,1      詳細不明,1N
1991-02-18,2423,12345,0,1      詳細不明,1N
1991-02-18 07:39:030,24187,123455,12,V   1212  7290西表島付近,1K
1991-02-18,2423,12345,0,1      詳細不明,1N
1991-02-18,2423,12345,0,1      詳細不明,1N
1991-02-19,2423,12345,0,1      詳細不明,1N
1991-02-19,2423,12345,0,1      詳細不明,1N
1991-02-19 19:49:231,26091,127292,213,47J41V1113  7294沖縄本島近海,3K
1991-02-20,2423,12345,0,1      詳細不明,1N
1991-02-21 07:10:535,38319,141442,560,32V   1111  2 66宮城県沖,1K
1991-02-21,2423,12345,0,1      詳細不明,1N
1991-02-21,2423,12345,0,1      詳細不明,1N
1991-02-21,2423,12345,0,2      詳細不明,1N
1991-02-21,2423,12345,0,1      詳細不明,1N
1991-02-21,2423,12345,0,2      詳細不明,1N
1991-02-21 23:43:363,24187,123455,12,V   1212  7290西表島付近,1K
1991-02-22,2423,12345,0,1      詳細不明,1N
1991-02-22 06:20:159,24121,123494,178,21V   1112  7290西表島付近,1K
1991-02-22,2423,12345,0,1      詳細不明,1N
1991-02-22,2423,12345,0,1      詳細不明,1N
1991-02-22,2423,12345,0,1      詳細不明,1N
1991-02-22 21:27:327,37131,138336,119,45J45V1112  4132新潟県中越地方,1K
1991-02-22 21:51:464,37112,138342,107,30V   1111  4132新潟県中越地方,1K
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,2      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23 16:59:302,24169,123447,10,V   1213  7290西表島付近,1K
1991-02-23,2423,12345,0,2      詳細不明,1N
1991-02-23,2423,12345,0,3      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23 18:08:179,24184,123445,8,V   1213  7290西表島付近,1K
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,3      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,3      詳細不明,1N
1991-02-23 21:16:034,24174,123446,10,V   1213  7290西表島付近,1K
1991-02-23,2423,12345,0,3      詳細不明,1N
1991-02-23,2423,12345,0,2      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,2      詳細不明,1N
1991-02-23,2423,12345,0,2      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,2      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,1      詳細不明,1N
1991-02-23,2423,12345,0,2      詳細不明,1N
1991-02-24,2423,12345,0,2      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,2      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24 17:26:147,24172,123448,10,V   1213  7290西表島付近,1K
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-24,2423,12345,0,1      詳細不明,1N
1991-02-25,2423,12345,0,1      詳細不明,1N
1991-02-25,2423,12345,0,1      詳細不明,1N
1991-02-25 04:22:066,24173,123447,9,V   1212  7290西表島付近,1K
1991-02-25,2423,12345,0,1      詳細不明,1N
1991-02-25,2423,12345,0,1      詳細不明,1N
1991-02-25,2423,12345,0,1      詳細不明,1N
1991-02-25,2423,12345,0,1      詳細不明,1N
1991-02-25 10:22:336,43152,145514,1090,35V   1111  1 27根室半島南東沖,1K
1991-02-25,2423,12345,0,2      詳細不明,1N
1991-02-25,3244,13016,0,1      詳細不明,1N
1991-02-26,3244,13016,0,1      詳細不明,1N
1991-02-26,2423,12345,0,1      詳細不明,1N
1991-02-26,2423,12345,0,1      詳細不明,1N
1991-02-26,2423,12345,0,1      詳細不明,1N
1991-02-26,3244,13016,0,1      詳細不明,1N
1991-02-26,2423,12345,0,1      詳細不明,1N
1991-02-26,2423,12345,0,1      詳細不明,1N
1991-02-26 06:54:444,42415,143270,958,38V   1112  1  9十勝地方中部,2K
1991-02-26,2423,12345,0,1      詳細不明,1N
1991-02-26,2423,12345,0,1      詳細不明,1N
1991-02-26 13:36:107,32439,130092,87,22V   1111  7267橘湾,1K
1991-02-26,2423,12345,0,1      詳細不明,1N
1991-02-26,2423,12345,0,1      詳細不明,1N
1991-02-26,2423,12345,0,1      詳細不明,1N
1991-02-26,2423,12345,0,1      詳細不明,1N
1991-02-26,2423,12345,0,1      詳細不明,1N
1991-02-26,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,2      詳細不明,1N
1991-02-27,2423,12345,0,2      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27 09:36:002,24154,123455,160,41J36V1114  7290西表島付近,2K
1991-02-27,2423,12345,0,2      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27 10:56:159,24190,123454,12,V   1213  7290西表島付近,1K
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27,3244,13016,0,2      詳細不明,1N
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27 21:03:191,32450,130157,10,20V   1112  7267長崎県島原半島,1K
1991-02-27 21:04:349,32471,130153,0,V   1213  7267長崎県島原半島,1K
1991-02-27,3244,13016,0,2      詳細不明,1N
1991-02-27 21:07:220,32436,130167,06,07V   1111  7267長崎県島原半島,1K
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27 21:17:144,32455,130152,02,12V   1111  7267長崎県島原半島,1K
1991-02-27 21:18:010,24189,123451,13,V   1212  7290西表島付近,1K
1991-02-27 21:23:038,32458,130154,15,19V   1112  7267長崎県島原半島,1K
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27,2423,12345,0,1      詳細不明,1N
1991-02-27 22:46:117,32445,130153,45,14V   1113  7267長崎県島原半島,1K
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27 22:49:403,32474,130150,05,26V   1113  7267長崎県島原半島,1K
1991-02-27 23:12:188,32460,130154,40,12V   1111  7267長崎県島原半島,1K
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27,3244,13016,0,1      詳細不明,1N
1991-02-27 23:55:596,32451,130153,07,13V   1113  7267長崎県島原半島,1K
1991-02-28,3244,13016,0,1      詳細不明,1N
1991-02-28,3244,13016,0,2      詳細不明,1N
1991-02-28,3244,13016,0,1      詳細不明,1N
1991-02-28 05:18:481,32458,130159,0,7267長崎県島原半島,1K
1991-02-28 07:32:318,36267,141044,410,46J46V1113  3111茨城県沖,8K
1991-02-28,3244,13016,0,1      詳細不明,1N
1991-02-28 11:56:076,39414,142025,491,34V   1111  2 48岩手県沖,1K
1991-02-28 15:27:328,32469,130150,21,23V   1113  7267長崎県島原半島,1K
1991-02-28,3244,13016,0,1      詳細不明,1N
1991-02-28,2423,12345,0,1      詳細不明,1N
1991-02-28,3244,13016,0,1      詳細不明,1N
1991-02-28 18:29:004,34136,136083,301,24V   1111  5200三重県南部,1K
1991-02-28,2423,12345,0,1      詳細不明,1N
1991-03-01,3244,13016,0,1      詳細不明,1N
1991-03-01,3244,13016,0,1      詳細不明,1N
1991-03-01 07:40:422,35397,139424,431,38J36V1112  3 91東京都２３区,4K
1991-03-01,2423,12345,0,1      詳細不明,1N
1991-03-01,2423,12345,0,2      詳細不明,1N
1991-03-01,2423,12345,0,2      詳細不明,1N
1991-03-01,2423,12345,0,2      詳細不明,1N
1991-03-01,2423,12345,0,1      詳細不明,1N
1991-03-01,2423,12345,0,1      詳細不明,1N
1991-03-01,2423,12345,0,1      詳細不明,1N
1991-03-01,2423,12345,0,1      詳細不明,1N
1991-03-02,2423,12345,0,1      詳細不明,1N
1991-03-02 08:06:365,40171,142182,416,53J54V1113  2 61岩手県沖,6K
1991-03-02,2423,12345,0,1      詳細不明,1N
1991-03-02,2423,12345,0,2      詳細不明,1N
1991-03-02,2423,12345,0,1      詳細不明,1N
1991-03-02 18:13:039,24216,123457,74,27V   1113  7290西表島付近,1K
1991-03-02,2423,12345,0,2      詳細不明,1N
1991-03-02,2423,12345,0,1      詳細不明,1N
1991-03-02,2423,12345,0,1      詳細不明,1N
1991-03-02,2423,12345,0,1      詳細不明,1N
1991-03-03,2423,12345,0,1      詳細不明,1N
1991-03-03,2423,12345,0,1      詳細不明,1N
1991-03-03 09:17:303,32481,130143,35,14V   1111  7267長崎県島原半島,1K
1991-03-03,2423,12345,0,1      詳細不明,1N
1991-03-03 11:59:467,32471,130147,53,20V   1111  7267長崎県島原半島,1K
1991-03-03,3244,13016,0,1      詳細不明,1N
1991-03-03 12:11:044,32477,130141,54,27V   1113  7267長崎県島原半島,1K
1991-03-03 12:47:102,32485,130153,43,16V   1111  7267長崎県島原半島,1K
1991-03-03 13:02:188,32471,130155,49,13V   1111  7267長崎県島原半島,1K
1991-03-03,3244,13016,0,1      詳細不明,1N
1991-03-03 13:26:480,32462,130150,51,1111  7267長崎県島原半島,1K
1991-03-03 13:53:208,32473,130144,32,27V   1113  7267長崎県島原半島,2K
1991-03-03 15:40:467,32459,130148,43,14V   1111  7267長崎県島原半島,1K
1991-03-03 15:46:377,32471,130157,12,12V   1111  7267長崎県島原半島,1K
1991-03-03,2423,12345,0,1      詳細不明,1N
1991-03-03,2423,12345,0,1      詳細不明,1N
1991-03-03,2423,12345,0,1      詳細不明,1N
1991-03-03,2423,12345,0,1      詳細不明,1N
1991-03-03,2423,12345,0,1      詳細不明,1N
1991-03-03,2423,12345,0,1      詳細不明,1N
1991-03-03 23:32:107,41346,142314,495,48J48V1113  2 60青森県東方沖,5K
1991-03-04,2423,12345,0,1      詳細不明,1N
1991-03-04,2423,12345,0,1      詳細不明,1N
1991-03-04,2423,12345,0,2      詳細不明,1N
1991-03-04,2423,12345,0,1      詳細不明,1N
1991-03-04,2423,12345,0,2      詳細不明,1N
1991-03-04,2423,12345,0,1      詳細不明,1N
1991-03-04,2423,12345,0,2      詳細不明,1N
1991-03-04,2423,12345,0,2      詳細不明,1N
1991-03-05,2423,12345,0,1      詳細不明,1N
1991-03-05,2423,12345,0,1      詳細不明,1N
1991-03-05 07:23:023,24206,123455,67,22V   1113  7290西表島付近,1K
1991-03-05,2423,12345,0,1      詳細不明,1N
1991-03-05,2423,12345,0,1      詳細不明,1N
1991-03-05,2423,12345,0,1      詳細不明,1N
1991-03-05,2423,12345,0,1      詳細不明,1N
1991-03-05 19:30:030,41149,141411,34,V   1211  2 60青森県東方沖,1K
1991-03-05,2423,12345,0,1      詳細不明,1N
1991-03-05,2423,12345,0,1      詳細不明,1N
